mls_id,date_collected,description,bedrooms,bathrooms,size_sqft,stories,house_cat,price,address_number,street_name,full_street_name,locality,municipality,province_state,postal_code,pool_mentioned,lat,lon,removal_id,removal_date,street_name_std,recommended_reachout_date,reached_out,date_reached
40784967,2026-01-15 18:03:47.242298+00:00,"Beautifully updated home offering exceptional curb appeal with a neutral cream brick exterior, modern front door, concrete driveway, and double car garage. Inside, you’ll find a spacious layout designed for both everyday living and entertaining. The heart of the home is the chef-inspired kitchen, fully upgraded in 2024, featuring a side-by-side refrigerator and freezer, six-burner gas stove with pot filler, built-in microwave, quartz countertops and backsplash. The main floor has beautiful engineered hardwood and ceramic flooring throughout, the striking wood staircase with glass railing, also updated in 2024, sets a modern tone. Convenient main floor laundry with a gas dryer adds everyday functionality. Upstairs, retreat to the oversized primary suite complete with a walk-in closet and spacious ensuite bath. Generously sized bedrooms and bathrooms provide comfort for the whole family. The fully finished basement extends your living space with endless possibilities for a future home theatre, gym, office, or play area. Step outside to your private backyard oasis! Enjoy a stamped concrete patio, a deck with privacy wall (2023), a hydro pool, gas line for barbecue and future fire pit, and a fully fenced yard (2020). The roof was replaced in 2019, offering peace of mind for years to come. This home blends timeless charm with modern updates—truly a must see! (69845177)",3,4.0,3074.0000,2.0,House,1099000.0,352,352 STEPHANIE Drive,"352 STEPHANIE Drive|Guelph, Ontario N1K1R3",,Guelph,Ontario,N1K1R3,True,43.52221642,-80.28553935,989,2025-12-11 16:53:31.894697+00:00,352 stephanie drive,2026-02-09 16:53:31.894697+00:00,False,
40769774,2026-01-15 18:03:47.242298+00:00,"Welcome to the family-friendly & highly desirable Kortright Hills neighbourhood! This spacious 4-level backsplit offers 4 bedrooms above grade & has been thoughtfully updated throughout. The fully renovated (2019) eat-in kitchen is a true highlight, featuring granite countertops, a marble backsplash, & a stunning locally sourced red maple live-edge table. Designed with functionality in mind, it also includes a pull-out lazy Susan, a second sink, extra storage, under-cabinet lighting, flooring and brand-new appliances, including an induction stove. The kitchen overlooks the family room, accented by new railings & stairs, and provides direct access to the backyard. A separate dining/living area with a cozy gas fireplace offers plenty of room for family gatherings and fills the main floor with natural light. Upstairs, you’ll find a spacious primary bedroom complete with its own 4-pc ensuite, plus two additional bedrooms & another 4-piece bathroom. The ground level features a bright family room with a walkout to the covered back patio, a fourth bedroom, a beautifully updated 2-piece bath, and a convenient laundry room. The finished basement extends your living space with a warm and inviting rec room featuring built-in cabinetry and a gas fireplace — the perfect spot to unwind. A soundproofed room on this level is ideal for a musician or hobbyist, with extra storage areas to keep everything organized. Outside, the private backyard is ready for summer fun with an inground pool installed 2013, now with a brand-new heater (2024). The covered patio (2014) provides welcome shade while you watch family and friends enjoy the pool. Additional upgrades include an insulated heated (2021) garage, a durable metal roof by Superior Steel Roofing, a new furnace & A/C (2020), new Brookstone windows and doors throughout most of the home (2023), and updated skylights (2011). This wonderful home sits on a quiet street with great neighbours and is truly one you’ll want to see for yourself! (69657197)",4,3.0,2665.0000,,House,1149900.0,42,42 SANDPIPER Drive,"42 SANDPIPER Drive|Guelph, Ontario N1C1C9",,Guelph,Ontario,N1C1C9,True,43.4976806,-80.24180748,1001,2025-12-11 16:53:31.894697+00:00,42 sandpiper drive,2026-02-09 16:53:31.894697+00:00,False,
40791727,2026-01-15 18:03:47.242298+00:00,"An excellent opportunity for buyers looking to build equity through hard work. This 2-bedroom, 2-bath condo townhouse offers solid fundamentals—spacious principal rooms, and a walk-out lower level. The biggest surprise of this home is the exterior. Instead of facing the parking lot, the unit enjoys a quiet, wooded backdrop that feels like your own little retreat. The interior is ready for a complete makeover, allowing you to customize finishes and create a home tailored to your style. With ample space (including a rec room large enough for a pool table), this property presents outstanding potential for those with vision. A great chance to transform a well-located unit into the perfect place to call home. (69945749)",2,2.0,1056.0000,3.0,Row / Townhouse,349900.0,100,100 INKERMAN Street Unit# 14,"100 INKERMAN Street Unit# 14|Rockwood, Ontario N0B2K0",,Rockwood,Ontario,N0B2K0,True,43.61697262,-80.14716849,2712,2025-12-11 16:53:31.894697+00:00,100 inkerman street unit# 14,2026-02-09 16:53:31.894697+00:00,False,
40776077,2026-01-15 18:03:47.242298+00:00,"Welcome to 27 Elm Street, a charming gem nestled in the highly desirable condominium community of Mini Lakes. This thoughtfully upgraded home offers the perfect blend of comfort, style, and low-maintenance living—an ideal retreat for empty nesters, snowbirds, or those looking to embrace a slower, more relaxed lifestyle. Boasting approximately $70,000 in tasteful updates over the past seven years, including a show-stopping kitchen that looks like it was pulled from the pages of a magazine, this home truly impresses at every turn. Set on a generous lot, the property also features two sheds, parking for two vehicles, and all appliances included—just move in and start enjoying. Inside, the single-bedroom layout is cleverly designed to maximize space without sacrificing comfort or charm. From its tranquil setting to its unbeatable value, this home checks all the boxes. Located just 5 minutes from Guelph’s bustling south end and a quick 5-minute drive to the 401 at Hwy 6, Mini Lakes offers unmatched convenience in a peaceful, gated community. Residents here enjoy a unique lifestyle centered around nature, connection, and recreation—with access to spring-fed lakes, scenic canals, a heated pool, community gardens, walking trails, and a vibrant social calendar filled with bocce, darts, card nights, and more. Whether you’re looking to downsize, retire, or simply enjoy year-round living in a friendly, welcoming environment, 27 Elm Street is a rare opportunity you won’t want to miss. (69725599) | Amenities: Party Room",1,1.0,715.0000,1.0,Modular,429900.0,27,27 ELM Street,"27 ELM Street|Puslinch, Ontario N1H6H9",,Puslinch,Ontario,N1H6H9,True,43.48196041,-80.13875961,2737,2025-12-11 16:53:31.894697+00:00,27 elm street,2026-02-09 16:53:31.894697+00:00,False,
40772627,2026-01-15 18:03:47.242298+00:00,"Fall in love with the Mini lakes lifestyle. This charming home is located in a year round gated community and is perfectly situated on a quiet, private lot where the outdoor living is just as inviting as indoor living. Unwind under the gazebo on the deck, lounge on the patio listening to the breeze in the trees, or stargaze on clear nights, this is relaxation at its best. Inside, you'll find all the comforts of home with plenty of charm, including a cozy NATURAL GAS FIREPLACE AND BEAUTIFUL STONE SURROUND AND MANTLE. The open-concept living area is ideal for entertaining or simply enjoying everyday life, whether you're cooking dinner or catching up on your favourite show, you're always part of the conversation. Down the hall, the primary bedroom is peacefully tucked away at the back of the home, perfect for sleeping with the window open letting in the fresh country air. A well-appointed bathroom with a bright skylight sits conveniently between the primary and second bedroom, offering privacy and functionality. But the true magic of Mini Lakes lies beyond your door. Explore scenic canals, creeks, and the lake perfect for floating, paddling, or simply soaking up the sun. Invite friends and family to the heated pool for lazy afternoons, and don't miss the annual kids' fishing derby, a local favourite. With a vibrant community spirit and activities for every interest-bocce, cards, darts, golf tournaments, walking clubs, and more you'll never run out of things to do. The driveway has been freshly paved and there is plenty of room to park 2 vehicles and a GOLF CART! Whether you're looking for a peaceful retreat or a fun-filled lifestyle, this home and Resort Style Community have it all. (69675677) | Amenities: Party Room",2,1.0,742.0000,1.0,Modular,454000.0,6,6 WATER STREET PVT,"6 WATER STREET PVT|Puslinch, Ontario N1H6H9",,Puslinch,Ontario,N1H6H9,True,43.48153682,-80.14105672,2741,2025-12-11 16:53:31.894697+00:00,6 water street pvt,2026-02-09 16:53:31.894697+00:00,False,
X12501568,2026-01-15 18:03:47.242298+00:00,"Village on the Green,  a highly sought-after Guelph community where city convenience meets the tranquility of nature right at your doorstep. Enjoy direct access to the tree-lined Recreation Trails along the scenic Speed River, or immerse yourself in the vibrant community garden.Unit 81 is a beautifully appointed townhome situated in one of the most desirable locations within the development. In the fall, you'll love overlooking the trees in their stunning autumn colours, and in winter, the view of the river is simply serene. It's the perfect place to enjoy both natural beauty and a welcoming neighbourhood lifestyle.The current owners have cherished living here for the past 20 years, during which time they've completed many thoughtful updates, including a redesigned kitchen with an island and heated floors, a renovated primary bath with a gorgeous glassed door walk-in shower, and several important mechanical upgrades such as a new furnace and A/C (2023), windows (2017), and replaced copper piping. With over 2,000 sq. ft. of living space, large principal rooms, 3 bedrooms, and a wonderful finished walkout lower level with its own 3-piece bath, there is plenty of space for a growing family or a professional couple who may need home offices. An outdoor pool is also available to enjoy during the hot summer months.So conveniently located, with great walkability to downtown Guelph with its quaint shops, delicious restaurants, the GO Station, Sleeman Centre & the River Run Centre and within close proximity to the University of Guelph. This lovely townhome perfectly blends modern comfort, thoughtful updates, and an unbeatable location, offering a lifestyle of convenience, beauty, and community,  a true place to call home. (41560572) | Amenities: Visitor Parking, Fireplace(s)",3,3.0,1999.98,2.0,Row / Townhouse,739000.0,295,81 - 295 WATER STREET,"81 - 295 WATER STREET|Guelph (Dovercliffe Park/Old University), Ontario N1G2X5",Dovercliffe Park/Old University,Guelph (Dovercliffe Park/Old University),Ontario,N1G2X5,True,43.530278,-80.2558862,339,2025-12-11 16:53:31.894697+00:00,81 - 295 water street,2026-02-09 16:53:31.894697+00:00,False,
X12357862,2026-01-15 18:03:47.242298+00:00,"This 3 bedroom town house condominium located in the East end of Guelph is available immediately. The main floor features an eat in kitchen, spacious living room with access to the back yard and a 2 piece powder room. The second level offers a primary bedroom, 2 bedrooms and a 4 piece bathroom. All the bedrooms features hardwood floors. The basement is finished Great for down-sizers, investors & first-time buyers. Close to Victor Davis Pool, transit, and elementary and high schools. (41120423)",3,2.0,999.99,2.0,Row / Townhouse,549900.0,129,74 - 129 VICTORIA ROAD N,"74 - 129 VICTORIA ROAD N|Guelph (Grange Road), Ontario N1E6V4",Grange Road,Guelph (Grange Road),Ontario,N1E6V4,True,43.5629301,-80.2372495,351,2025-12-11 16:53:31.894697+00:00,74 - 129 victoria road n,2026-02-09 16:53:31.894697+00:00,False,
40782497,2026-01-15 18:03:47.242298+00:00,"Step into this fantastic three-bedroom, three-bathroom condominium townhouse, perfectly situated in a desirable Guelph location. Boasting incredible potential, this property is a blank canvas awaiting your vision and renovation expertise to transform it into your dream home. The layout features a desirable walkout basement that opens directly to a private, serene green space—a rare and coveted space in condominium living. Convenience is key here, with easy access to the highway, making commuting a breeze, plus you're moments away from parks, excellent schools, and all your shopping needs. Beyond the walls of your new home, you'll enjoy the exclusive perk of condo living: a fantastic outdoor pool, ready for you to splash in and cool off throughout the summer months. Don't miss this opportunity to create lasting value and truly make this space your own! (69820079)",3,3.0,1536.8900,2.0,Row / Townhouse,594900.0,295,295 WATER Street Unit# 171,"295 WATER Street Unit# 171|Guelph, Ontario N1G2X5",,Guelph,Ontario,N1G2X5,True,43.52926639,-80.25444612,372,2025-12-11 16:53:31.894697+00:00,295 water street unit# 171,2026-02-09 16:53:31.894697+00:00,False,
X12484794,2026-01-15 18:03:47.242298+00:00,"Step into this fantastic three-bedroom, three-bathroom condominium townhouse, perfectly situated in a desirable Guelph location. Boasting incredible potential, this property is a blank canvas awaiting your vision and renovation expertise to transform it into your dream home. The layout features a desirable walkout basement that opens directly to a private, serene green space-a rare and coveted space in condominium living. Convenience is key here, with easy access to the highway, making commuting a breeze, plus you're moments away from parks, excellent schools, and all your shopping needs. Beyond the walls of your new home, you'll enjoy the exclusive perk of condo living: a fantastic outdoor pool, ready for you to splash in and cool off throughout the summer months. Don't miss this opportunity to create lasting value and truly make this space your own! (41522912) | Amenities: Visitor Parking, Fireplace(s)",3,3.0,1399.99,2.0,Row / Townhouse,594900.0,295,171 - 295 WATER STREET,"171 - 295 WATER STREET|Guelph (Dovercliffe Park/Old University), Ontario N1G2X5",Dovercliffe Park/Old University,Guelph (Dovercliffe Park/Old University),Ontario,N1G2X5,True,43.5301431,-80.2564385,373,2025-12-11 16:53:31.894697+00:00,171 - 295 water street,2026-02-09 16:53:31.894697+00:00,False,
40783848,2026-01-15 18:03:47.242298+00:00,"This renovated home perfectly balances modern style, everyday comfort, and quality craftsmanship. Every detail has been thoughtfully curated to create an exceptional living experience designed for today's home owner At its heart is an open-concept kitchen that impresses with custom cabinetry, quartz countertops, a bold backsplash, and luxury vinyl flooring-offering both beauty and functionality. The seamless layout makes it ideal for cozy nights in or lively gatherings with friends and family. The spa-inspired bathrooms elevate daily routines with heated tile floors, designer fixtures, and a custom walk-in shower reminiscent of a boutique hotel. Throughout the home, high-end finishes-like luxury vinyl flooring, custom built-ins, and modern lighting-add warmth and sophistication. Relax in the inviting living room, complete with an electric fireplace and built-in cabinetry, or step outside to the private deck overlooking peaceful green space, perfect for morning coffee, summer BBQs, or simply soaking up nature's calm.  Originally a three-bedroom layout, the home has been reimagined as a spacious two-bedroom. A fenced yard, proximity to public transit and schools, and access to Crane Park's scenic trail system make this property ideal for families and outdoor enthusiasts alike. Practical perks include parking for one in the garage and one in the driveway, plus residents enjoy the added bonus of a heated community pool-a rare amenity that enhances the lifestyle this move-in-ready gem provides. Combining modern luxury with natural serenity, this home truly offers the best of both worlds. (69825076)",2,2.0,1350.0000,2.0,Row / Townhouse,599900.0,51,51 DOVERCLIFFE Road,"51 DOVERCLIFFE Road|Guelph, Ontario N1G3A5",,Guelph,Ontario,N1G3A5,True,43.51191438,-80.25456704,379,2025-12-11 16:53:31.894697+00:00,51 dovercliffe road,2026-02-09 16:53:31.894697+00:00,False,
X12456650,2026-01-15 18:03:47.242298+00:00,"EXECUTIVE STYLE TOWNHOUSE:  Welcome to River Ridge Condominiums,  an exclusive townhome complex located in the North end of Guelph. Ideally situated just steps from the scenic Speed River, Riverside Park, and an extensive network of walking trails. This community offers the perfect balance of nature and convenience. You'll find all essential amenities within walking distance, including Home Depot, Walmart, Canadian Tire, Staples, Banks, and more. Directly across the street is the Guelph Country Club, where you can enjoy golf in the warmer months and take part in vibrant pickleball and floor hockey leagues during the winter. River Ridge offers more than just a Prime Location.  Residents also enjoy access to a heated in-ground swimming pool and a newly updated tennis court, creating a relaxed, active lifestyle year-round. Now lets talk about Unit #3 at 104 Woodlawn Road East. This beautifully maintained and thoughtfully upgraded 2-bedroom townhome offers over 1,450 square feet of comfortable above grade living space, plus a large finished basement. Over the past decade, the home has undergone extensive renovations, including a fully updated kitchen, four updated bathrooms, a cozy gas fireplace, a rebuilt staircase, flooring, all new interior doors and more. The home also features newer windows, and a roof replacement completed in 2017. For those with a green thumb, this unit has the privilege of its very own fenced outdoor terrace space. This is wonderful opportunity to garden and enjoy your own slice of nature. Whether you're looking to downsize without compromise or find your first home in a well-established, amenity-rich community, Unit #3 at River Ridge is truly worth seeing. Come and experience it for yourself, you won't be disappointed. (41433434) | Amenities: Fireplace(s)",2,4.0,1399.99,2.0,Row / Townhouse,699900.0,104,3 - 104 WOODLAWN ROAD E,"3 - 104 WOODLAWN ROAD E|Guelph (Victoria North), Ontario N1E1B7",Victoria North,Guelph (Victoria North),Ontario,N1E1B7,True,43.5719299,-80.2692663,423,2025-12-11 16:53:31.894697+00:00,3 - 104 woodlawn road e,2026-02-09 16:53:31.894697+00:00,False,
X12448797,2026-01-15 18:03:47.242298+00:00,"Welcome to Parc Place! This well-managed condo community offers the perfect blend of comfort and convenience. Nestled at the back of the complex, this bright unit features an updated kitchen, open living/dining space, and a spacious principal bedroom with walk-in closet and treetop views. The finished basement provides a large rec room,2 piece bath, and storage. Recent upgrades include on-demand hot water, cold weather heat pump with EcoBee thermostat, porcelain tile flooring. Enjoy worry-free living with exterior upkeep, pool, tennis/pickleball court, and sauna. Steps to the University, parks, and local shops.Book your private showing today and see why Parc Place is the perfect place to call home! (41408840) | Amenities: Fireplace(s)",2,4.0,1199.99,2.0,Row / Townhouse,690000.0,941,64 - 941 GORDON STREET,"64 - 941 GORDON STREET|Guelph (Kortright West), Ontario N1G4R9",Kortright West,Guelph (Kortright West),Ontario,N1G4R9,True,43.5217931,-80.2145223,431,2025-12-11 16:53:31.894697+00:00,64 - 941 gordon street,2026-02-09 16:53:31.894697+00:00,False,
40776497,2026-01-15 18:03:47.242298+00:00,"Beautifully renovated 4-bedroom, 2-bath home in desirable Riverside Park! This charming property features a stylish kitchen with quartz countertops and a built-in breakfast bar, freshly painted interiors, and a bright open layout. The finished basement with a separate entrance offers great potential for in-law or guest suite use. Enjoy the private backyard oasis complete with an inground pool and cabana — perfect for entertaining or relaxing. Conveniently located close to schools, parks, shopping, and all amenities. (69743459)",3 + 1,2.0,1842.2000,1.0,House,749000.0,53,53 FREEMAN Avenue,"53 FREEMAN Avenue|Guelph, Ontario N1H4S9",,Guelph,Ontario,N1H4S9,True,43.55663762,-80.27494729,447,2025-12-11 16:53:31.894697+00:00,53 freeman avenue,2026-02-09 16:53:31.894697+00:00,False,
X12228421,2026-01-15 18:03:47.242298+00:00,"Welcome to the Village by the Arboretum in Guelph.  This 55+ active adult lifestyle community has over 1200 seniors calling this village home.  There is an on site medical building with doctors, pharmacy and LifeLabs.  The Village Center includes a fitness facility, gymnasium, pool, putting green, tennis courts and social activities galore.  In the middle of this is 22 Magnolia Lane the Heather Glen Model which boasts up to 1400 sq ft on the main level and approximately 800 sq ft finished in the basement.  A spacious and bright end unit boasts one of the largest decks and added to that is a retractable wind proof awning so rain or shine you can enjoy the fresh air.  Open the custom made front door from your flag stone porch to a welcoming foyer with a main floor that has a comfy den or office, kitchen & dinette that has been updated over the years,  large primary bedroom with 4 piece ensuite, large walk in closet with built in closet organizers, spacious living/dining room with 10 foot ceiling with new pot lights and then french doors to that extra large deck and a main floor laundry room washer/dryer (2024) and a convenient 3 piece bathroom for your guests.  Then downstairs to a large recreation room, and an extra bedroom with double closets and a 2 piece bathroom.  The storage room is unbelievable, lots of space for all your extras. Then to top it off a very spacious single garage to keep the snow off your car in the winter months.  Speaking of winter months, no more shoveling a crew of professionals are here to maintain your driveway, walkway in the winter and cut your grass and keep your gardens.  ""So calling all seniors, this is the happening place to be.  Time to sit back relax or get out and enjoy all the activities, you have earned it"". (40713249)",1 + 1,3.0,1399.99,1.0,Row / Townhouse,775000.0,22,22 MAGNOLIA LANE,"22 MAGNOLIA LANE|Guelph (Village By The Arboretum), Ontario N1G4X7",Village By The Arboretum,Guelph (Village By The Arboretum),Ontario,N1G4X7,True,43.5309125,-80.2092102,490,2025-12-11 16:53:31.894697+00:00,22 magnolia lane,2026-02-09 16:53:31.894697+00:00,False,
X12473875,2026-01-15 18:03:47.242298+00:00,"Welcome to this charming detached family home on highly desirable Woodborough Road, offering excellent curb appeal and a welcoming atmosphere. Featuring an attached garage and a stamped concrete driveway with parking for up to four vehicles, the home also boasts a covered front porch that is perfect for enjoying your morning coffee. Step inside to a bright and open main floor layout, where natural light flows throughout. From here, patio doors lead you to a spacious backyard. The fully fenced backyard is a private retreat, complete with an on-ground pool, additional deck space, and a covered area that is ideal for enjoying summer days and evenings, rain or shine. Upstairs, you'll find three generously sized bedrooms and a full bathroom, perfect for growing families or guests. The finished basement adds even more living space, offering a large rec. room and an additional room that can serve as a den, bedroom, or flex space to suit your needs. A three-piece bathroom and a convenient walk-up entrance to the garage complete the lower level. This home has everything you need for comfortable, versatile living. Note: Seller will not respond to offers before 10/24. Sellers Schedules to accompany all offers, allow 72 hrs. irrevocable. Buyers to verify taxes, rentals, parking and all fees. (41488215)",3,2.0,1099.99,2.0,House,850000.0,10,10 WOODBOROUGH ROAD,"10 WOODBOROUGH ROAD|Guelph (Kortright West), Ontario N1G3K5",Kortright West,Guelph (Kortright West),Ontario,N1G3K5,True,43.5084,-80.2300628,524,2025-12-11 16:53:31.894697+00:00,10 woodborough road,2026-02-09 16:53:31.894697+00:00,False,
X12414660,2026-01-15 18:03:47.242298+00:00,"Welcome to 378 West Acres Dr.,  a true 4-bedroom back split with plenty of space for the whole family. With over 1,600 sq ft of living space, spread across four levels, this home is designed for everyday comfort and easy living. You'll just love the curb appeal and oversized front porch from the moment you pull up. Step inside to the main level, featuring a bright kitchen with ample counter space, and a comfortable dining area, topped off with a french door pathway to an expansive living room, large enough to accomodate an additional dining area without taking away from the functionality, as well as a walkout to the enclosed back patio, absolutely perfect for family meals, quiet evenings, or hosting friends. Up a few small steps, you'll find the primary bedroom, with large closet, plus two more good sized bedrooms perfect for your growing children, along with a full 4-piece bath. A few steps down from the main floor offers a huge family room, a fourth bedroom, and a handy 2-piece bath, ideal for your older children, guests, or a home office. Head down once more and you'll discover the ultimate rec space, complete with pool table, bar, and wired for cable and sound system! Outside is especially impressive, with a massive, and fully fenced backyard that's sure to impress, with a large deck featuring an enclosed section of the patio that makes BBQs, morning coffee, or simply relaxing a breeze. A single garage and double-wide driveway add extra convenience, and with newer furnace (2022ish), and roof (2019 ish), you'll have little to worry about. Located in one of Guelphs most family-friendly neighbourhoods, you'll be steps to schools, parks, and the West End Rec Centre/Library, with quick highway access when needed. If you've been looking for a true 4-bedroom in a great community, this one is worth a look. (41301259)",4,2.0,1499.99,,House,889900.0,378,378 WEST ACRES DRIVE,"378 WEST ACRES DRIVE|Guelph (Willow West/Sugarbush/West Acres), Ontario N1H7A8",Willow West/Sugarbush/West Acres,Guelph (Willow West/Sugarbush/West Acres),Ontario,N1H7A8,True,43.5142949,-80.2793417,539,2025-12-11 16:53:31.894697+00:00,378 west acres drive,2026-02-09 16:53:31.894697+00:00,False,
X12582798,2026-01-15 18:03:47.242298+00:00,"Spacious, bright, and ideally located in Guelph, this 3 bedroom condo-townhome offers the perfect balance of comfort, convenience, and lifestyle. Featuring a large family room that can be converted into a fourth bedroom, two upgraded bathrooms, and a versatile layout, it's perfect for family living or entertaining. Natural light fills the unit, while a private patio overlooks serene, mature green space, creating a peaceful retreat right at home.The location is unmatched-just steps from groceries, Costco, and the West End Rec Centre, and only minutes from the Hanlon Parkway. Pet owners will appreciate proximity to one of the city's top dog parks, while families benefit from a community pool and children's play area. With its size, prime location, upgraded features, and thoughtful amenities, this condominium presents a rare opportunity in Guelph's competitive market. Well-maintained, versatile, and move-in ready, it's a property designed to impress and built to last. (41726350)",3,2.0,1199.99,,Row / Townhouse,549000.0,49,121 - 49 RHONDA ROAD,"121 - 49 RHONDA ROAD|Guelph (Willow West/Sugarbush/West Acres), Ontario N1H7A4",Willow West/Sugarbush/West Acres,Guelph (Willow West/Sugarbush/West Acres),Ontario,N1H7A4,True,43.5354228,-80.2791318,863,2025-12-11 16:53:31.894697+00:00,121 - 49 rhonda road,2026-02-09 16:53:31.894697+00:00,False,
X12593522,2026-01-15 18:03:47.242298+00:00,"Bright, Spacious & Perfectly Located - Welcome to River Ridge Living in Guelphs North End. This beautifully updated condo offers the comfort of a freehold feel with the low-maintenance lifestyle of condo living all set in one of Guelphs most peaceful and amenity-rich communities. Inside, the sun-filled main level features gleaming hardwood floors and an inviting living room with a custom gas fireplace. The dining area, enhanced by full-length built-in cabinetry, is perfect for hosting or displaying your favorite pieces with style. The kitchen offers a clean, modern aesthetic with white cabinetry, a breakfast peninsula, built-in microwave, and ample storage. Step outside to your oversized private terrace, a true extension of your living space, featuring two retractable awnings ideal for shaded afternoon lounging or summer evening BBQs. Upstairs, the spacious primary bedroom boasts hardwood flooring, a charming bay window, walk-in closet, and semi-ensuite access to the main bathroom. The finished basement expands your living options with a versatile rec room, dedicated office nook, 3-piece bathroom, laundry area, and direct access to the garage a practical bonus during wet weather. What truly sets this home apart is its access to River Ridges outstanding outdoor amenities: enjoy a refreshing swim in the private residents pool, challenge your friends to a game on the tennis or pickleball courts, or step outside your door to explore some of the city's most scenic riverside trails and parks, just minutes away. Close to Riverside Park, a historic golf course, local shops, dining, and transit this is not just a home, its a lifestyle. (41747849) | Amenities: Visitor Parking, Fireplace(s)",2,3.0,1199.99,2.0,Row / Townhouse,695000.0,106,4 - 106 WOODLAWN ROAD E,"4 - 106 WOODLAWN ROAD E|Guelph (Victoria North), Ontario N1E1B7",Victoria North,Guelph (Victoria North),Ontario,N1E1B7,True,43.57183,-80.2697379,868,2025-12-11 16:53:31.894697+00:00,4 - 106 woodlawn road e,2026-02-09 16:53:31.894697+00:00,False,
X12432135,2025-12-03 13:00:33.268948+00:00,"Charming 2-Bed, 2-Bath Bungalow in Mini Lakes  Land Ownership Included! This 1,200 sq. ft. modular bungalow offers the feel of a traditional home with modern convenience. Featuring 2 spacious bedrooms, 2 bathrooms, a welcoming front porch, and a private deck, its ideal for comfortable year-round living. The double-wide driveway easily fits both cars and trucks. Located just 5 minutes from Guelphs south-end amenities and with quick access to Hwy 401 at Hwy 6, commuting to Kitchener, Milton, or the GTA is effortless. Enjoy the lifestyle you deserve with Mini Lakes unmatched amenities: spring-fed lakes, fishing, heated pool, recreation centre, bocce courts, walking trails, garden allotments, and a vibrant community spirit. Relaxed. Convenient. Community living at its best! (41357166)",2,2,1099.99,1.0,House,589900.0,32,water street pvt,"32 WATER STREET PVT STREET|Puslinch, Ontario N1H6H9",,Puslinch,Ontario,N1H 6H9,True,43.483364,-80.167788,127,2025-12-08 18:37:01.702701+00:00,water street pvt,2026-02-06 18:37:01.702701+00:00,False,
X12357962,2025-12-03 13:00:33.268948+00:00,"Bright, Spacious & Perfectly Located - Welcome to River Ridge Living in Guelphs North End. This beautifully updated condo offers the comfort of a freehold feel with the low-maintenance lifestyle of condo living  all set in one of Guelphs most peaceful and amenity-rich communities. Inside, the sun-filled main level features gleaming hardwood floors and an inviting living room with a custom gas fireplace. The dining area, enhanced by full-length built-in cabinetry, is perfect for hosting or displaying your favorite pieces with style.The kitchen offers a clean, modern aesthetic with white cabinetry, a breakfast peninsula, built-in microwave, and ample storage. Step outside to your oversized private terrace, a true extension of your living space, featuring two retractable awnings  ideal for shaded afternoon lounging or summer evening BBQs.Upstairs, the spacious primary bedroom boasts hardwood flooring, a charming bay window, walk-in closet, and semi-ensuite access to the main bathroom. The finished basement expands your living options with a versatile rec room, dedicated office nook, 3-piece bathroom, laundry area, and direct access to the garage  a practical bonus during wet weather. What truly sets this home apart is its access to River Ridges outstanding outdoor amenities: enjoy a refreshing swim in the private residents pool, challenge your friends to a game on the tennis or pickleball courts, or step outside your door to explore some of the city's most scenic riverside trails and parks, just minutes away. Close to Riverside Park, a historic golf course, local shops, dining, and transit  this is not just a home, its a lifestyle. (41120872) | Amenities: Fireplace(s)",2,3,1199.99,2.0,Row / Townhouse,695000.0,4,woodlawn road e,"4 - 106 WOODLAWN ROAD E|Guelph (Victoria North), Ontario N1E1B7",Victoria North,Guelph,Ontario,N1E 1B7,True,43.57183,-80.2697379,92,2025-12-03 13:00:55.404667+00:00,woodlawn road e,2026-02-01 13:00:55.404667+00:00,False,
X12479286,2025-12-03 13:00:33.268948+00:00,"FIRST UNIT FOR SALE AT 49 RHONDA IN OVER A YEAR! There's a reason why those who live at 49 Rhonda don't move very often! This well run development packs a lot of value for buyers, both inside and out. There's even a pool! Within a short distance from schools, Margaret Greene Park, the West End Recreation Centre, shopping and more, this wonderful townhome has so much to offer. At almost 1300sf, unit 95 is a 3 bedroom, 2 bath model that offers walkout access to a private, fully fenced backyard. The main level features spacious living and dining areas with two access points to outside. The adjoining updated kitchen includes ample cabinet and counter space as well as a dinette area or breakfast/coffee nook. The main level also has a 2pc powder room and laundry. The second level is complete with three great-sized bedrooms and a 4 piece updated bathroom offering comfort and privacy while providing the perfect retreat for rest and relaxation. This home has been lovingly maintained and it shows! Right through your back gate is the playground access and pool access, which are on-site features of the Countryside complex! And even better, this unit comes with 2 exclusive use parking spaces. Don't miss it! (41505629)",3,2,1199.99,2.0,Row / Townhouse,499999.0,95,rhonda,"95 - 49 RHONDA ROAD|Guelph (Willow West/Sugarbush/West Acres), Ontario N1H7A4",Willow West/Sugarbush/West Acres,Guelph,Ontario,N1H 7A4,True,43.5354228,-80.2791318,60,2025-12-03 13:00:55.404667+00:00,rhonda,2026-02-01 13:00:55.404667+00:00,False,
